i |      h     | Error:BDS1 | Error:CDS2 | Error:FDS3 | Error:BDS3 | Error:CDS4 
 1, 2.00000e+00, 8.37611e-01, 1.61162e-01,-2.21578e-01, 4.17056e-01, 9.77388e-02,
 2, 1.00000e+00, 4.86015e-01, 4.68485e-02,-5.85506e-02, 7.60385e-02, 8.74393e-03,
 3, 5.00000e-01, 2.46060e-01, 1.21603e-02,-8.94686e-03, 1.01421e-02, 5.97608e-04,
 4, 2.50000e-01, 1.21865e-01, 3.06873e-03,-1.19284e-03, 1.26922e-03, 3.81939e-05,
 5, 1.25000e-01, 6.03998e-02, 7.68983e-04,-1.52686e-04, 1.57487e-04, 2.40048e-06,
 6, 6.25000e-02, 3.00369e-02, 1.92358e-04,-1.92735e-05, 1.95740e-05, 1.50239e-07,
 7, 3.12500e-02, 1.49740e-02, 4.80966e-05,-2.41976e-06, 2.43854e-06, 9.39324e-09,
 8, 1.56250e-02, 7.47544e-03, 1.20246e-05,-3.03094e-07, 3.04268e-07, 5.87129e-10,
 9, 7.81250e-03, 3.73477e-03, 3.00618e-06,-3.79246e-08, 3.79980e-08, 3.66953e-11,
10, 3.90625e-03, 1.86664e-03, 7.51546e-07,-4.74289e-09, 4.74751e-09, 2.30260e-12,
11, 1.95313e-03, 9.33133e-04, 1.87887e-07,-5.93073e-10, 5.93268e-10, 9.75886e-14,
12, 9.76563e-04, 4.66520e-04, 4.69717e-08,-7.41683e-11, 7.42688e-11, 3.12528e-14,
13, 4.88281e-04, 2.33248e-04, 1.17430e-08,-9.17738e-12, 9.27780e-12, 5.01821e-14,
14, 2.44141e-04, 1.16621e-04, 2.93577e-09,-9.91929e-13, 1.13021e-12, 6.91669e-14,
15, 1.22070e-04, 5.83098e-05, 7.33880e-10,-9.91929e-13, 2.20712e-13, 2.20712e-13,
16, 6.10352e-05, 2.91547e-05, 1.83635e-10,-2.20457e-12, 1.43341e-12, 8.27061e-13,
17, 3.05176e-05, 1.45773e-05, 4.63018e-11, 3.85869e-12,-2.20457e-12, 1.43341e-12,
18, 1.52588e-05, 7.28865e-06, 1.35600e-11, 2.64605e-12, 6.28403e-12, 3.25240e-12,
19, 7.62939e-06, 3.64432e-06, 2.64605e-12,-4.62991e-12,-2.20457e-12,-9.91929e-13,
20, 3.81470e-06, 1.82214e-06,-4.62991e-12, 9.92201e-12,-3.37337e-11,-7.05525e-12,
21, 1.90735e-06, 9.11047e-07,-1.91818e-11, 1.96233e-11,-8.70908e-11,-1.43312e-11,
22, 9.53674e-07, 4.55514e-07, 3.90258e-11, 9.72335e-11, 9.72335e-11, 7.78310e-11,
23, 4.76837e-07, 2.27689e-07,-1.91818e-11,-1.74402e-10, 1.96233e-11,-1.16195e-10,
24, 2.38419e-07, 1.13835e-07,-1.91818e-11, 2.13649e-10,-3.29623e-10, 1.96233e-11,
25, 1.19209e-07, 5.65587e-08, 2.13649e-10, 6.79310e-10, 5.24090e-10, 4.46479e-10,
26, 5.96046e-08, 2.76877e-08,-2.52012e-10,-8.72894e-10, 1.30019e-09,-4.07233e-10,
27, 2.98023e-08, 1.27865e-08,-2.52012e-10, 3.68869e-10,-8.72894e-10,-2.52012e-10,
28, 1.49012e-08, 5.33592e-09, 1.61063e-09, 3.68869e-10, 5.33592e-09, 2.85240e-09,
29, 7.45058e-09, 5.33592e-09, 5.33592e-09, 5.33592e-09, 1.03030e-08, 5.33592e-09,
30, 3.72529e-09,-9.56524e-09, 5.33592e-09,-9.56524e-09, 3.51382e-08, 7.81945e-09,
31, 1.86265e-09,-3.93676e-08,-9.56524e-09,-3.93676e-08,-2.94335e-08,-2.44664e-08,
32, 9.31323e-10,-9.89722e-08,-3.93676e-08,-1.78445e-07, 7.98417e-08,-8.90381e-08,
33, 4.65661e-10,-9.89722e-08, 2.02371e-08, 5.99735e-08,-1.94993e-08, 2.02371e-08,
34, 2.32831e-10,-9.89722e-08, 1.39446e-07,-9.89722e-08, 5.99735e-08, 5.99735e-08,
35, 1.16415e-10,-5.75809e-07,-9.89722e-08,-1.21159e-06, 8.54702e-07,-4.96337e-07,
36, 5.82077e-11,-5.75809e-07, 3.77865e-07, 6.95756e-07, 5.99735e-08, 3.77865e-07,
37, 2.91038e-11,-5.75809e-07, 1.33154e-06,-5.75809e-07, 5.78202e-06, 1.96732e-06,
38, 1.45519e-11,-4.39051e-06,-5.75809e-07,-4.39051e-06,-3.11894e-06,-2.48316e-06,
39, 7.27596e-12,-1.20199e-05,-4.39051e-06,-2.21924e-05,-9.47677e-06,-5.75809e-07,
40, 3.63798e-12,-1.20199e-05, 3.23889e-06, 8.32515e-06, 3.88427e-05, 1.34114e-05,
41, 1.81899e-12,-1.20199e-05, 1.84977e-05, 2.86702e-05, 8.32515e-06, 1.84977e-05,
